"Data Source","World Development Indicators",

"Last Updated Date","2017-10-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Mauritius","MUS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","","","","","","","7.6","7.6","7.6","5.7","5.7","5.7","5.7","5.7","17.1","17.1","17.1","17.1","17.1","18.8","18.8","18.8","18.8","18.8","11.6","11.6",
"Malawi","MWI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","","","","","","","5.6","5.6","8.3","9.3","9.3","9.3","9.3","14","13.6","13.6","13","13","20.8","20.8","22.3","22.3","22.3","16.7","16.7","16.7",
"Malaysia","MYS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","","","","","","","7.8","7.8","","10.4","10.4","10.4","10.5","9.1","9.1","9.1","10","10.8","9.9","9.9","10.4","10.4","10.4","10.4","10.4","10.4",
"North America","NAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.28365122615804","","","","","","","15.3398097826087","15.3398097826087","16.2854619565217","","16.6991847826087","16.5809782608696","16.8764945652174","17.4701211305518","17.6457604306864","18.1654104979812","18.6547297297297","19.114131897712","18.9970390309556","18.9970390309556","20.1144399460189","20.7811320754717","20.734100135318","21.699730458221","22.2896373056995","22.2971428571429",
"Namibia","NAM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","","","","22.2","22.2","22.2","25","25","25","26.4","25","26.9","26.9","26.9","26.9","26.9","24.4","24.4","24.4","24.4","","41.3","41.3",
"New Caledonia","NCL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","","","1.2","1.2","","1.2","1.2","1.2","1.2","12.4","12.4","12.4","12.4","12.4","9.7","","13.3","13.3","13.3","13.3","13.3","14.6",
"Nigeria","NGA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4","3.4","4.9","4.7","6.4","6.1","7","7","7","7","6.8","6.7","6.7","6.7","5.6","5.6",
"Nicaragua","NIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","","","","","","","10.8","10.8","9.7","9.7","","20.7","20.7","20.7","20.7","15.2","18.5","18.5","20.7","20.7","40.2","40.2","40.2","42.4","41.3","41.3",
"Netherlands","NLD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","","","","","","","31.3","36","36","36","36","34","36.7","36.7","36.7","36.7","39.3","41.3","42","40.7","40.7","38.7","38.7","38.7","37.3","37.3",
"Norway","NOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8","","","","","","","36.4","36.4","36.4","36.4","35.8","36.4","36.4","38.2","37.9","37.9","36.1","36.1","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6",
"Nepal","NPL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","3.4","3.4","5.9","5.9","5.9","5.9","5.9","5.9","5.9","5.9","17.3","33.2","33.2","33.2","33.2","33.2","33.2","29.5","29.5","29.6",
"Nauru","NRU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","5.3","5.3","5.3","5.3",
"New Zealand","NZL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","","","","","","29.2","29.2","29.2","30.8","30.8","29.2","28.3","28.3","32.2","32.2","33.1","33.6","33.6","33.6","32.2","32.2","32.2","29.8","31.4","31.4",
"OECD members","OED","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1140762812872","","","","","","","16.0481594158807","16.3018152317209","17.3626421335539","18.2681686693369","17.9232707718262","19.4088499500943","19.6796815613765","20.1169316042669","20.7537264537265","21.1683021568026","22.3794806257029","22.611089533933","23.3148575513122","23.3212003674594","24.1498060036757","25.1815741118824","26.2059885737605","26.9079234688572","28.0260423148724","28.192380359182",
"Oman","OMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4","2.4","0","0","0","0","1.2","1.2","1.2","1.2","1.2","1.2",
"Other small states","OSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08609022556391","","","","","","","8.92045293701345","8.43621151271754","9.73586261980831","10.6399312714777","10.9186941580756","11.6929758308157","13.3084590163934","13.747197640118","14.6495585638611","13.7136563876652","14.8321249302844","15.2742182890855","15.243048283886","15.6033178114086","16.0997674418605","17.0955659276546","17.0870816206694","17.4289457647776","18.6196449026346","18.7921822272216",
"Pakistan","PAK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","","","","","","2.3","2.3","","","","21.1","21.6","21.3","21.3","21.3","21.1","22.5","22.2","22.2","22.5","22.5","20.7","20.7","20.6","20.6",
"Panama","PAN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","","","9.7","9.7","","9.9","9.9","9.9","9.9","16.7","16.7","16.7","16.7","16.7","8.5","8.5","8.5","8.5","8.5","19.3","18.3","18.3",
"Peru","PER","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","10.8","10.8","10.8","","17.5","17.5","17.5","18.3","18.3","29.2","29.2","29.2","27.5","27.5","21.5","21.5","21.5","22.3","22.3","27.7",
"Philippines","PHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","","","","11.1","12.4","12.4","11.3","17.8","17.8","17.8","15.3","15.3","15.3","20.5","20.5","21","22.1","22.9","22.9","27.1","27.3","27.2","29.8",
"Palau","PLW","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Papua New Guinea","PNG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","1.8","1.8","1.8","1.8","1.8","","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","2.7","2.7","2.7","2.7","2.7",
"Poland","POL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","","","","","","","13","13","13","13","20.2","20.2","20.2","20.2","20.4","20.4","20.4","20.2","20","20","23.7","23.7","23.7","24.3","27.4","27.4",
"Pre-demographic dividend","PRE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0052878675562","11.2895401822701","12.552770751897","13.0963094988467","13.6854868228404","15.2873244091886","16.0964885021753","16.6776502044668","17.2252196134803","17.4248519788096","17.1960394464769","19.5363704819277","20.1549098196393","21.036511329628","20.8922083704363","21.8424122310306","21.833139219935",
"Puerto Rico","PRI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","","","","","","","20.1","20.1","20.1","20.1","20.1","20.1","","20.1","20.1","20.1","20.1","20.1","15.6","15.6","15.6","15.6","15.6","16.3","16.3","16.3",
"Portugal","PRT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","","","13","13","18.7","17.4","18.7","19.1","19.1","19.1","21.3","21.3","28.3","28.3","27.4","27.4","28.7","28.7","28.7","31.3","34.8","34.8",
"Paraguay","PRY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","2.5","","2.5","2.5","2.5","2.5","8.8","10","10","10","10","12.5","12.5","12.5","12.5","12.5","17.5","15","15","15",
"West Bank and Gaza","PSE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5926724137931","2.09024390243902","4.66770186335404","","2.94542772861357","3.18982558139535","2.72249240121581","3.59128205128205","3.85398457583547","","","","","","","","","4.86297297297297","5.6772972972973","5.93126684636119",
"Post-demographic dividend","PST","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4566054808687","","","","","","","16.8846775932715","17.9427569035763","18.2356191524491","19.4172034098982","18.954711782211","20.1270083102493","20.7312663185379","21.6769900903844","22.0474121405751","22.787920391656","23.6607123870282","24.3230646702772","24.7404582581945","24.8631216201887","25.3152044293015","25.9402341671102","27.339058524173","28.1320104098894","28.5787059078122","28.5858147587102",
"French Polynesia","PYF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0",
"Romania","ROU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","","","","","","","7.3","7.3","7.3","","10.7","10.7","10.7","11.4","11.2","11.2","9.4","11.4","11.4","11.4","11.2","13.3","13.3","13.5","13.7","13.7",
"Russian Federation","RUS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","","","","","","","10.2","10.2","","7.7","7.6","7.6","7.6","9.8","9.8","9.8","14","14","14","14","13.6","13.6","13.6","13.6","13.6","12.7",
"Rwanda","RWA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1","","","","","","","17.1","17.1","17.1","25.7","25.7","25.7","48.8","48.8","48.8","48.8","48.8","56.3","56.3","56.3","56.3","56.3","63.8","63.8","63.8","63.8",
"South Asia","SAS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33653741125068","","","","","","","5.76627906976744","6.04906868451688","7.00549828178694","8.44683346364347","8.10432489451477","9.08490358126722","9.17911845730028","9.02611324903793","13.2774774774775","12.8561137440758","14.2865353911655","18.4624732563115","20.057301980198","20.0519801980198","20.3409221902017","20.3409221902017","20.0417012448133","19.2310715763343","19.3155455291222","19.4064502875924",
"Saudi Arabia","SAU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","19.9","19.9","19.9","19.9",
"Sudan","SDN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3","","","9.7","9.7","9.7","9.7","14.7","17.8","18.1","18.1","18.9","25.6","24.6","24.6","24.6","24.3","30.5","30.5",
"Senegal","SEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","","","","","","11.7","12.1","12.1","12.1","16.7","19.2","19.2","19.2","19.2","19.2","22","22","22.7","22.7","22.7","42.7","42.7","43.3","42.7","42.7",
"Singapore","SGP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","4.8","4.8","4.3","4.3","11.8","11.8","16","16","16","21.2","24.5","24.5","23.4","23.4","22.2","24.2","24.2","25.3","23.9","23.8",
"Solomon Islands","SLB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","2","2","2","","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2",
"Sierra Leone","SLE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.8","8.8","","14.5","14.5","14.5","14.5","13.2","13.2","13.2","13.2","12.9","12.4","12.4","12.1","12.4","12.4",
"El Salvador","SLV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","","","","","","","15.5","16.7","16.7","9.5","9.5","9.5","10.7","10.7","10.7","16.7","16.7","16.7","19","19","19","26.2","26.2","27.4","32.1","32.1",
"San Marino","SMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","","","","","","","11.7","13.3","13.3","13.3","16.7","16.7","16.7","16.7","16.7","11.7","11.7","15","16.7","16.7","18.3","16.7","18.3","18.3","16.7","16.7",
"Somalia","SOM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","8","7.8","8.2","8.2","6.9","6.8","6.8","13.8","13.8","13.8","13.8","13.8",
"Serbia","SRB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","20.4","21.6","21.6","21.6","22","33.2","33.2","34","34","34",
"Sub-Saharan Africa (excluding high income)","SSA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1071961158315","10.8519041142469","","11.5090581017683","12.2262867647059","13.3732499154549","13.6385951774749","14.67142107335","16.181270127528","16.58526155021","17.2816574868708","17.7777963701892","18.4469830850795","18.724529517917","20.4542945163278","21.2951367781155","22.1711390635919","22.0223396501458","23.5664742553683","23.5048557745851",
"South Sudan","SSD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","26.5","26.5","26.5","26.5","28.5",
"Sub-Saharan Africa","SSF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2050172413793","10.9245943204868","","11.5821736011478","12.2846997866504","13.464862138534","13.7184473252868","14.7368386675376","16.238912402206","16.6404764922063","17.3086213493177","17.8027297193387","18.4685771744595","18.7453670431211","20.5459923898368","21.3823543659925","22.2514504525412","22.1066674733785","23.6409477800782","23.4964158899245",
"Small states","SST","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.63137948458818","","","","","","","8.66917330677291","8.15556079170594","9.54479431183342","9.88951965065502","10.335119047619","10.998998998999","12.2818539571491","12.8743345252284","13.5284920634921","12.9956809338521","13.9114542611415","14.0648824006488","14.0307599517491","13.8950865888039","14.3802732020892","15.1227822580645","15.3046558704453","15.4855338223309","16.9444574551132","17.2318304431599",
"Sao Tome and Principe","STP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","","","","","","","7.3","7.3","9.1","9.1","9.1","","9.1","9.1","9.1","7.3","1.8","7.3","7.3","18.2","18.2","18.2","18.2","18.2","18.2","18.2",
"Suriname","SUR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","15.7","15.7","15.7","","17.6","17.6","17.6","19.6","25.5","25.5","25.5","25.5","25.5","9.8","11.8","11.8","11.8","11.8","25.5","25.5",
"Slovak Republic","SVK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","14.7","12.7","14","14","17.3","19.3","16.7","16.7","20","19.3","19.3","18","15.3","16","18.7","18.7","18.7","18.7","20",
"Slovenia","SVN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8","7.8","","12.2","12.2","12.2","12.2","12.2","12.2","12.2","13.3","14.4","14.4","32.2","32.2","32.2","35.6","36.7","36.7",
"Sweden","SWE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4","","","","","","","40.4","40.4","42.7","42.7","42.7","45","45.3","45.3","45.3","47.3","47","47","46.4","45","44.7","44.7","44.7","44.7","43.6","43.6",
"Swaziland","SWZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","","","","","3.1","3.1","3.1","3.1","3.1","3.1","10.8","10.8","10.8","10.8","10.8","13.8","13.6","13.6","13.6","13.6","6.2","6.2","6.2","6.2",
"Sint Maarten (Dutch part)","SXM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","27.3","23.5","23.5","23.5","23.5","29.4","29.4","29.4","29.4","29.4","23.5","23.5","23.5","23.5","43.8","43.8","43.8","43.8","43.8","21.2",
"Syrian Arab Republic","SYR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","9.6","9.6","10.4","10.4","10.4","10.4","12","12","12","12","12","12.4","12.4","12.4","12.4","12","12","12","12.4","13.2",
"Turks and Caicos Islands","TCA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4","2.4","2.4","2.4","","5.8","6.5","6.5","6.5","5.2","5.2","5.2","5.2","12.8","14.9","14.9","14.9","14.9","14.9",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.752637302882","","","","","","","","17.1546846182221","18.2363331235578","16.9322949308756","17.2148048693162","17.7540072202166","16.7943376441804","16.7327275844334","16.8868936170213","17.2687072380267","17.6628998609179","17.9640830449827","18.7864832330181","18.084417696812","18.0713601532567","18.4188095238095","19.6223594615994","19.279626569729","20.0517817936159","20.1601124524558",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.18260978043912","7.69504921829763","","8.61949345475242","10.7624183796856","12.8290979631426","10.6385040160643","12.416089046294","12.3429782988276","12.7949838932352","14.8126279863481","15.1027908067542","15.8200408533818","15.8783735075467","16.8862939585212","18.2262983425414","18.4308423612646","18.8653093012906","18.8874832962138","19.3543021914648",
"Togo","TGO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","","","","","","1.2","1.2","","4.9","4.9","4.9","7.4","6.2","7.4","8.6","11.1","11.1","11.1","11.1","11.1","11.1","15.4","17.6","17.6","17.6",
"Thailand","THA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","","","5.6","5.6","5.6","4.8","9.2","9.2","9.2","8.8","10.6","8.7","11.7","11.7","13.3","13.3","15.8","15.8","15.8","6.1","6.1","6.1",
"Tajikistan","TJK","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.8","15","12.7","12.7","12.7","12.7","17.5","17.5","17.5","17.5","17.5","19","19","19","19","16.9","19","19",
"Turkmenistan","TKM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","18","18","","26","26","26","26","","16","16","16","","16.8","16.8","16.8","16.8","16.8","26.4","25.8","25.8",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53947953030784","","","","","","","11.2533267130089","12.9019308943089","11.7758754863813","12.6440410958904","11.7153081510934","13.9819504643963","15.3666472642608","16.0439534883721","17.4860586697647","17.6820343839542","18.6943903835146","18.702029731275","19.3619128949616","19.6640697674419","19.5948412698413","21.2966553287982","20.5293239951279","24.0790697674419","24.2689707673569","25.4932375316991",
"Timor-Leste","TLS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1","25.3","25.3","25.3","29.2","29.2","29.2","29.2","32.3","38.5","38.5","38.5","38.5","38.5",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74907369287773","","","","","","","3.92373693379791","3.50627347858753","3.88679597165237","3.8739741219963","3.98198298187199","5.67887168141593","6.00846030473135","6.96853258696521","6.40873965041398","8.63830445544554","8.8522896039604","8.77397769516729","9.09990822881615","10.9838500147623","10.5150602409639","14.1653480527446","16.4158426560808","16.7501085383502","16.9021353601158","17.5585873830365",
"Tonga","TON","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","","0","0","","0","0","3.4","3.3","3.3","3.1","3.1","0","3.6","3.6","3.6","0","0","0",
"South Asia (IDA & IBRD)","TSA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33653741125068","","","","","","","5.76627906976744","6.04906868451688","7.00549828178694","8.44683346364347","8.10432489451477","9.08490358126722","9.17911845730028","9.02611324903793","13.2774774774775","12.8561137440758","14.2865353911655","18.4624732563115","20.057301980198","20.0519801980198","20.3409221902017","20.3409221902017","20.0417012448133","19.2310715763343","19.3155455291222","19.4064502875924",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2050172413793","10.9245943204868","","11.5821736011478","12.2846997866504","13.464862138534","13.7184473252868","14.7368386675376","16.238912402206","16.6404764922063","17.3086213493177","17.8027297193387","18.4685771744595","18.7453670431212","20.5459923898368","21.3823543659925","22.2514504525412","22.1066674733785","23.6409477800782","23.4964158899245",
"Trinidad and Tobago","TTO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7","","","","","","","11.1","11.1","11.1","","11.1","19.4","19.4","19.4","19.4","19.4","26.8","26.8","26.8","28.6","28.6","28.6","28.6","28.6","31","31",
"Tunisia","TUN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","","","6.7","7.4","11.5","11.5","11.5","11.5","11.5","22.8","22.8","22.8","22.8","22.8","27.6","27.6","26.7","26.7","26.7","31.3","31.3","31.3",
"Turkey","TUR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","","","","2.4","2.4","4.2","4.2","4.2","","4.4","4.4","4.4","4.4","9.1","9.1","9.1","9.1","14.2","14.2","14.4","14.4","14.9","14.9",
"Tuvalu","TUV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","","","","","","","8.3","","0","0","0","","0","0","0","0","0","0","0","0","6.7","6.7","6.7","6.7","6.7","6.7",
"Tanzania","TZA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","17.5","16.4","","22.3","22.3","21.4","21.4","30.4","30.4","30.4","30.4","30.7","","36","36","36","36","36","36.6",
"Uganda","UGA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","","","18.1","18.1","17.9","17.8","24.7","24.7","24.7","23.9","23.9","29.8","30.7","30.7","31.5","31.3","35","35","35","35","35","33.5",
